-1.1992,0.023126,-0.14341
-1.3104,-0.072143,-0.14113
-1.1511,-0.0048245,-0.17247
-1.2108,-0.095206,-0.16722
-48.447,-1.936,-0.018913
-1.2071,0.025175,-0.14435
-38.645,-2.9972,0.21501
-1.3125,-0.070191,-0.14134
-1.1551,-0.0030267,-0.17306
-1.207,-0.093,-0.16667
-50.281,-0.73724,1.4748
-1.2051,0.02892,-0.14412
-1.3227,-0.066567,-0.14241
-1.1591,0.00060424,-0.17365
-1.2073,-0.089207,-0.16667
-50.271,-0.57914,1.4744
-1.2068,0.036551,-0.14435
-54.299,-3.6968,0.3019
-38.988,-4.1214,0.45035
-1.3231,-0.058255,-0.14241
-1.1571,0.0078733,-0.17336
-1.1861,-0.08015,-0.16367
-53.165,0.44194,-0.3363
-55.873,-1.6176,-0.021804
-1.2028,0.040209,-0.14388
-39.124,-4.0115,0.45177
-1.3173,-0.053854,-0.14177
-1.1507,-0.074131,-0.15876
-52.78,-1.3622,-0.020595
-1.2086,0.044205,-0.14459
-1.3234,-0.04994,-0.14241
-1.1391,-0.069789,-0.15712
-51.68,1.9683,1.209
-56.138,-1.2723,-0.021904
-1.2103,0.051883,-0.14483
-1.3237,-0.041624,-0.14241
-50.969,0.37359,1.4949
-52.721,-0.86351,-0.020568
-1.2141,0.055868,-0.1453
-1.3199,-0.037353,-0.14199
-25.326,-2.5912,-0.6142
-50.989,0.53394,1.4955
-49.415,1.1872,-0.31265
-52.937,-0.70072,-0.020651
-1.202,0.059096,-0.14388
-39.214,-3.3993,0.45214
-1.322,-0.033256,-0.1422
-1.1062,-0.053832,-0.15249
-25.32,-2.5103,-0.61386
-49.375,1.3414,-0.31242
-50.089,-0.50564,-0.01954
-1.2115,0.067197,-0.14507
-1.3202,-0.024912,-0.14199
-1.2,0.038337,-0.17988
-1.1145,-0.047216,-0.15358
-49.309,1.6498,-0.31207
-41.72,-0.159,-0.016274
-1.2133,0.071119,-0.1453
-1.3222,-0.020796,-0.1422
-1.277,0.044812,-0.19143
-1.1107,-0.043559,-0.15303
-47.053,3.4706,-0.57839
-49.282,1.8039,-0.31193
-52.034,-0.034839,-0.020297
-1.2031,0.074318,-0.14412
-1.3223,-0.016642,-0.1422
-1.3045,0.049882,-0.19558
-1.1108,-0.04007,-0.15303
-50.338,-0.55762,1.7762
-49.252,1.9577,-0.31178
-42.49,0.10504,-0.016574
-1.3184,-0.010379,-0.14177
-1.3517,0.058066,-0.20269
-1.1189,-0.035083,-0.15412
-1.2561,0.14905,-0.11329
-49.021,2.1799,-0.31038
-52.725,-1.514,0.29259
-1.3303,-0.0062938,-0.14305
-1.3791,0.063587,-0.20684
-1.1309,-0.031903,-0.15576
-48.858,2.3265,-0.30939
-50.967,0.52631,-0.019882
-1.3303,-0.0021145,-0.14305
-1.3809,0.068017,-0.20714
-1.133,-0.0284,-0.15603
-1.2604,0.1402,-0.068242
-48.63,2.4688,-0.308
-52.877,-1.0197,0.29337
-1.3164,0.0061788,-0.14156
-1.3765,0.076473,-0.20655
-1.1702,0.13762,-0.063406
-48.782,2.7839,-0.30906
-49.274,0.97334,-0.019225
-1.1329,0.13598,-0.1433
-1.3283,0.010408,-0.14284
-1.3762,0.080797,-0.20655
-48.857,4.7633,-0.60178
-49.369,0.46128,1.742
-49.06,2.9545,-0.31088
-52.677,-0.68474,0.29223
-1.3362,0.014668,-0.1437
-1.378,0.085242,-0.20684
-1.0094,0.10085,-0.084799
-49.017,3.1064,-0.31067
-50.124,-0.33658,0.27805
-1.3242,0.022858,-0.14241
-1.3774,0.093898,-0.20684
-1.1293,-0.0070158,-0.15549
-49.004,3.4149,-0.31072
-49.713,-0.17764,0.27576
-1.336,0.027261,-0.1437
-1.3731,0.097943,-0.20625
-1.1254,-0.0034557,-0.15494
-49.143,3.5797,-0.31167
-1.3479,0.031739,-0.14498
-1.3748,0.1024,-0.20655
-1.1115,7.8825e-05,-0.15303
-1.1451,0.11325,-0.055083
-49.109,3.7324,-0.31153
-1.1258,0.11763,-0.13533
-1.3456,0.040148,-0.14476
-1.3702,0.11072,-0.20595
-1.1075,0.0070375,-0.15249
-50.221,2.2556,-0.01961
-1.3435,0.044309,-0.14455
-1.3777,0.11569,-0.20714
-1.1075,0.010517,-0.15249
-1.3494,0.046626,-0.14519
-1.3697,0.11718,-0.20595
-41.25,0.695,0.22885
-1.3748,0.12632,-0.20684
-110.08,17.081,1.9416
-52.659,-0.74839,0.60495
-1.1469,0.027109,-0.15794
-1.21,0.03621,-0.16667
-48.085,3.2964,-0.018801
-1.2119,0.040077,-0.16694
-1.346,0.14606,-0.1051
-50.417,1.8005,0.27985
-49.673,-0.081697,0.57058
-1.2098,0.043813,-0.16667
-48.319,3.6175,-0.018901
-1.2808,0.15023,-0.19321
-1.2134,0.051581,-0.16722
-110.12,15.714,2.6003
-49.304,4.003,-0.019296
-1.3078,0.15757,-0.19736
-1.2192,0.055664,-0.16804
-110.05,16.057,2.5999
-1.2072,0.058915,-0.1664
-110.04,16.409,2.6009
-49.222,4.3078,-0.019274
-0.99899,0.11459,-0.11417
-1.2128,0.06492,-0.16722
-110.12,16.951,2.6045
-49.189,4.5386,-0.019269
-51.997,2.921,0.28889
-1.2086,0.068506,-0.16667
-1.0645,0.10078,-0.076626
-110.08,17.3,2.6049
-49.218,4.6973,-0.019286
-52.173,3.0953,0.28992
-1.2163,0.072776,-0.16776
-49.177,4.8493,-0.019276
-1.2139,0.080286,-0.16749
-1.2839,0.11622,-0.046402
-1.2692,0.11794,-0.13707
-1.2077,0.083688,-0.16667
-1.2238,0.11466,-0.044244
-109.88,16.043,-0.70242
-1.0234,0.098339,-0.11055
-1.2094,0.087625,-0.16694
-109.88,16.394,-0.70269
-49.158,5.472,-0.019294
-1.2009,0.0946,-0.16585
-49.133,5.7819,-0.019298
-1.2046,0.098696,-0.1664
-109.93,17.462,-0.70404
-49.605,11.498,0.88753
-49.209,4.5522,0.27413
-49.615,11.747,0.88868
-47.552,4.8514,0.26515
-1.3717,0.14169,-0.090613
-50.239,12.229,0.90123
-109.91,15.568,-0.043302
-1.0438,0.11114,-0.068976
-48.45,12.657,-0.91099
-109.87,15.914,-0.043304
-1.2547,0.13661,-0.17376
-1.0455,0.11463,-0.069107
-51.353,12.842,0.92263
-48.481,12.828,-0.91234
-62.509,14.062,-0.78546
-109.9,16.27,-0.043335
-1.1554,0.13315,-0.16012
-51.333,13.181,0.92375
-109.92,16.98,-0.043384
-48.669,12.66,0.87652
-50.038,13.745,-0.94403
-49.793,11.696,-0.62703
-110.02,15.825,3.922
-109.93,17.335,-0.04341
-110.07,16.185,3.9254
-109.93,17.69,-0.043432
-110.08,16.894,3.9296
-109.98,18.408,-0.043498
-110.15,17.613,3.9358
-110.04,19.128,-0.043566
-1.2416,0.10873,-0.11908
-110.07,19.67,-0.043617
-1.0172,0.092301,-0.097585
-53.534,11.816,-0.34677
-110.13,20.037,-0.043664
-110.1,20.389,-0.043677
-109.83,16.64,0.61618
-49.975,13.492,-0.63458
-51.937,12.322,-0.33764
-92.459,18.327,-0.036768
-59.209,16.987,-0.75513
-49.281,11.477,1.484
-48.927,12.259,-0.31904
-109.93,19.493,0.61931
-48.227,12.406,-0.31498
-63.786,14.108,-0.025483
-50.5,12.516,1.5259
-49.679,13.03,-0.32486
-49.826,11.102,-0.019913
-49.798,11.425,-0.01993
-0.96414,0.26104,-0.14965
-47.73,16.678,0.88126
-46.939,17.122,-0.90896
-47.018,17.318,-0.91154
-48.082,17.141,0.88973
-1.3958,0.44691,-0.17522
-48.549,17.652,0.90039
-46.363,17.575,-0.90201
-1.4057,0.45496,-0.17664
-48.609,17.847,0.90255
-46.458,17.778,-0.90496
-1.3948,0.45629,-0.17546
